blog_id,title,content,excerpt,date,tags,published
8,"Character Study: Eden Pierce!","Hey Starlings!\n\nWelcome to our Tuesday Quick Cut! Today we’re doing a character study on Eden Pierce, the female lead of Gloss and Grit!","Tuesday Quick Cut: Character study on Eden Pierce from Gloss and Grit!",2026-08-04,"[""character study"",""gloss and grit"",""eden pierce"",""quick cut""]",TRUE
